"userId","roomId","studyId","gMO","discussionId","reciept","curr","message","round"
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",175,"2-0","l","2014-07-24 12:36:49","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""13-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":175}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",176,"2-0","l","2014-07-24 12:36:50","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""13-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":176}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",177,"2-0","l","2014-07-24 12:36:50","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""0-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":177}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",178,"2-0","l","2014-07-24 12:36:51","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""13-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":178}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",179,"2-0","l","2014-07-24 12:36:52","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""1-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":179}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",180,"2-0","l","2014-07-24 12:36:52","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""14-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":180}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",181,"2-0","l","2014-07-24 12:36:53","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""1-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":181}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",182,"2-0","l","2014-07-24 12:36:56","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""1-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":182}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",183,"2-0","l","2014-07-24 12:37:02","{""type"":""link"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""4-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":183}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",184,"2-0","l","2014-07-24 12:37:09","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""4-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":184}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",185,"2-0","l","2014-07-24 12:37:11","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""4-3""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":185}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",186,"2-0","l","2014-07-24 12:37:14","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""4-4""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":186}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",187,"2-0","l","2014-07-24 12:37:16","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""5-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":187}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",188,"2-0","l","2014-07-24 12:37:20","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""do we discuss the artical""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":188}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",189,"2-0","l","2014-07-24 12:37:24","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""11-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":189}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",190,"2-0","l","2014-07-24 12:37:27","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""article""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":190}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",191,"2-0","l","2014-07-24 12:37:28","{""type"":""comment"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""User A and User B  - why are you highlighting almost every sentence?""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":191}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",193,"2-0","l","2014-07-24 12:37:45","{""type"":""comment"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""how does work?""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":193}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",195,"2-0","l","2014-07-24 12:37:50","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""10-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":195}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",196,"2-0","l","2014-07-24 12:37:55","{""type"":""comment"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""Highlight the parts that are relevant.""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":196}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",197,"2-0","l","2014-07-24 12:37:58","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""i am at a loss also""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":197}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",198,"2-0","l","2014-07-24 12:38:11","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""0-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":198}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",199,"2-0","l","2014-07-24 12:38:14","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""0-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":199}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",200,"2-0","l","2014-07-24 12:38:15","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""0-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":200}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",201,"2-0","l","2014-07-24 12:38:18","{""type"":""link"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""0-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":201}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",203,"2-0","l","2014-07-24 12:38:28","{""type"":""link"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""5-4""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":203}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",204,"2-0","l","2014-07-24 12:38:28","{""type"":""link"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""5-4""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":204}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",205,"2-0","l","2014-07-24 12:38:29","{""type"":""link"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""5-4""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":205}",1
"user@zWAVh7LBNa","T79MYOvpUx","zzS3x7G14l",206,"2-0","l","2014-07-24 12:38:41","{""type"":""comment"",""userId"":""user@zWAVh7LBNa"",""comment"":{""userId"":""user@zWAVh7LBNa"",""text"":""i m leaving""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user B"",""userColor"":""#6699FF"",""current-population"":4,""gMO"":206}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",210,"2-0","l","2014-07-24 12:38:53","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""should we just talk about this and not I light everything""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":210}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",211,"2-0","l","2014-07-24 12:38:53","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""0-4""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":211}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",213,"2-0","l","2014-07-24 12:38:56","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""1-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":213}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",214,"2-0","l","2014-07-24 12:38:57","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""3-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":214}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",215,"2-0","l","2014-07-24 12:39:01","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""4-1""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":4,""gMO"":215}",1
"user@i1hYpFrzIW","T79MYOvpUx","zzS3x7G14l",216,"2-0","l","2014-07-24 12:39:13","{""type"":""comment"",""userId"":""user@i1hYpFrzIW"",""comment"":{""userId"":""user@i1hYpFrzIW"",""text"":""Yes, I think so.""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user C"",""userColor"":""#FF3300"",""current-population"":4,""gMO"":216}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",218,"2-0","l","2014-07-24 12:40:03","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""So this is talking about rising cost of education ""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":4,""gMO"":218}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",222,"2-0","l","2014-07-24 12:42:06","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""Of course it is costly to go to a university price of cars and computers it has risen 1.6 percent in tow decades""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":222}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",223,"2-0","l","2014-07-24 12:43:13","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""still some students find it is a great deal;  a college degree is worth about $590,000 dollars""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":223}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",224,"2-0","l","2014-07-24 12:43:29","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""what do you think C""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":224}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",225,"2-0","l","2014-07-24 12:43:56","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""I'm sorry what do you thik a""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":225}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",226,"2-0","l","2014-07-24 12:44:01","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""think""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":226}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",227,"2-0","l","2014-07-24 12:44:36","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""are you still here""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":227}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",228,"2-0","l","2014-07-24 12:45:12","{""type"":""comment"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""yes i agree with user D""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":2,""gMO"":228}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",229,"2-0","l","2014-07-24 12:45:58","{""type"":""comment"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""what  word are you highlight""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":2,""gMO"":229}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",230,"2-0","l","2014-07-24 12:46:01","{""type"":""comment"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""finally""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":2,""gMO"":230}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",231,"2-0","l","2014-07-24 12:46:18","{""type"":""comment"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""the second part of the change is the labour market how hard is it to get a job even with the degree""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":231}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",232,"2-0","l","2014-07-24 12:46:35","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""5-0""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":232}",1
"user@X5EawpwGyY","T79MYOvpUx","zzS3x7G14l",233,"2-0","l","2014-07-24 12:46:47","{""type"":""link"",""userId"":""user@X5EawpwGyY"",""comment"":{""userId"":""user@X5EawpwGyY"",""text"":""5-3""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user A"",""userColor"":""#33CC33"",""current-population"":2,""gMO"":233}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",234,"2-0","l","2014-07-24 12:47:35","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""6-2""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":234}",1
"user@Hu0AYDBrqR","T79MYOvpUx","zzS3x7G14l",235,"2-0","l","2014-07-24 12:48:03","{""type"":""link"",""userId"":""user@Hu0AYDBrqR"",""comment"":{""userId"":""user@Hu0AYDBrqR"",""text"":""6-3""},""location"":""2-0"",""element"":"".conversation"",""database"":""persistent"",""userMask"":""user D"",""userColor"":""#9999FF"",""current-population"":2,""gMO"":235}",1
